app,fixture,run,status,window_proxy_ms,checkpoint_rss_mib,checkpoint_private_mib,checkpoint_processes,cpu_ms_per_second,sample_duration_s,exe_sha256,fixture_sha256
md-preview,images.md,1,window-observed,19.907,377.426,188.742,7,0.0,1.0106,d24eb9ea9b38f1e57f40d76eec919ae319494a4764ef1e64975e50f5a4b1b10f,5f37ffbf6cb09651723b404787caceef0c0a981b942242ae98566e4e034c9a1f
md-preview,images.md,4,window-observed,19.743,378.156,188.031,7,0.0,1.0102,d24eb9ea9b38f1e57f40d76eec919ae319494a4764ef1e64975e50f5a4b1b10f,5f37ffbf6cb09651723b404787caceef0c0a981b942242ae98566e4e034c9a1f
fmv,images.md,4,window-observed,20.399,91.332,201.461,1,990.37,1.0097,75cdacca57fb606dae1b34e956475aea00cbf414d045cf68587ef3bd216fc373,5f37ffbf6cb09651723b404787caceef0c0a981b942242ae98566e4e034c9a1f
markmello,images.md,3,window-observed,238.673,118.262,154.066,1,0.0,1.0085,01cd62372517971d003c37cd1191d9290107e8944de6a8a586157923937880fd,5f37ffbf6cb09651723b404787caceef0c0a981b942242ae98566e4e034c9a1f
markmello,images.md,4,window-observed,243.921,118.625,167.223,1,0.0,1.0087,01cd62372517971d003c37cd1191d9290107e8944de6a8a586157923937880fd,5f37ffbf6cb09651723b404787caceef0c0a981b942242ae98566e4e034c9a1f
md-preview,images.md,3,window-observed,37.221,377.863,187.848,7,46.49,1.0083,d24eb9ea9b38f1e57f40d76eec919ae319494a4764ef1e64975e50f5a4b1b10f,5f37ffbf6cb09651723b404787caceef0c0a981b942242ae98566e4e034c9a1f
aydiler,images.md,4,window-observed,36.872,213.031,273.801,1,0.0,1.0077,c5fe8c07f3cd1678bd24c1b5ab55f5374932c0cba81deff5021b23270f30e44a,5f37ffbf6cb09651723b404787caceef0c0a981b942242ae98566e4e034c9a1f
md-preview,images.md,2,window-observed,19.389,381.793,192.766,7,30.975,1.0089,d24eb9ea9b38f1e57f40d76eec919ae319494a4764ef1e64975e50f5a4b1b10f,5f37ffbf6cb09651723b404787caceef0c0a981b942242ae98566e4e034c9a1f
marktext,images.md,1,window-observed,473.566,469.008,296.145,5,0.0,1.0068,f783de63f5bf170e7a2ab58b3755425ddf339a6628923664957121fc779ecdfa,5f37ffbf6cb09651723b404787caceef0c0a981b942242ae98566e4e034c9a1f
mdview-zig,images.md,2,window-observed,19.315,45.004,61.719,1,0.0,1.0089,29f2b042e99deccc584ce0f44fe553320bae7682727dc2c9de9977ae59bc77be,5f37ffbf6cb09651723b404787caceef0c0a981b942242ae98566e4e034c9a1f
markmello,images.md,2,window-observed,239.277,118.602,152.699,1,0.0,1.0076,01cd62372517971d003c37cd1191d9290107e8944de6a8a586157923937880fd,5f37ffbf6cb09651723b404787caceef0c0a981b942242ae98566e4e034c9a1f
aydiler,images.md,1,window-observed,34.077,214.66,281.66,1,0.0,1.0075,c5fe8c07f3cd1678bd24c1b5ab55f5374932c0cba81deff5021b23270f30e44a,5f37ffbf6cb09651723b404787caceef0c0a981b942242ae98566e4e034c9a1f
mdview-zig,images.md,4,window-observed,20.141,45.082,61.023,1,0.0,1.0081,29f2b042e99deccc584ce0f44fe553320bae7682727dc2c9de9977ae59bc77be,5f37ffbf6cb09651723b404787caceef0c0a981b942242ae98566e4e034c9a1f
fmv,images.md,1,window-observed,19.931,91.301,201.438,1,991.161,1.0089,75cdacca57fb606dae1b34e956475aea00cbf414d045cf68587ef3bd216fc373,5f37ffbf6cb09651723b404787caceef0c0a981b942242ae98566e4e034c9a1f
marktext,images.md,4,window-observed,507.11,464.836,292.996,5,0.0,1.0091,f783de63f5bf170e7a2ab58b3755425ddf339a6628923664957121fc779ecdfa,5f37ffbf6cb09651723b404787caceef0c0a981b942242ae98566e4e034c9a1f
