app,fixture,run,status,window_proxy_ms,checkpoint_rss_mib,checkpoint_private_mib,checkpoint_processes,cpu_ms_per_second,sample_duration_s,exe_sha256,fixture_sha256
moji,gfm-math-images-100k.md,2,window-observed,494.071,608.582,519.238,4,123.355,1.0133,38af3fbe00fe2a1f9c39dd0e681a3195e4ba26f32b1cb250385393bead04bcb5,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
marktext,ordinary-5k.md,5,window-observed,718.615,468.828,301.59,5,0.0,1.0153,f783de63f5bf170e7a2ab58b3755425ddf339a6628923664957121fc779ecdfa,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
moji,gfm-math-images-100k.md,3,window-observed,448.586,606.578,514.285,4,123.237,1.0143,38af3fbe00fe2a1f9c39dd0e681a3195e4ba26f32b1cb250385393bead04bcb5,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
typora,ordinary-5k.md,3,window-observed,403.566,591.18,462.672,5,15.414,1.0137,3a1807daf4f0f9e8d1257fac5f61429e9535debf230ffece8b7d931749108a57,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
markmello,gfm-math-images-100k.md,3,window-observed,311.538,281.582,327.391,1,0.0,1.0152,01cd62372517971d003c37cd1191d9290107e8944de6a8a586157923937880fd,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
marktext,ordinary-5k.md,3,window-observed,547.755,468.59,300.855,5,0.0,1.0144,f783de63f5bf170e7a2ab58b3755425ddf339a6628923664957121fc779ecdfa,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
obsidian,ordinary-5k.md,3,window-observed,480.978,464.539,443.793,4,30.852,1.0129,a00f15ad21a289d4db67df1196d5d99ec5cf31a6972f7777fb9b41e20d86088e,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
mdview-zig,ordinary-5k.md,2,window-observed,42.126,42.348,59.309,1,0.0,1.0141,29f2b042e99deccc584ce0f44fe553320bae7682727dc2c9de9977ae59bc77be,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
vscode-preview,ordinary-5k.md,3,window-observed,325.362,1972.598,1701.59,11,661.516,1.0157,c933b1301979abb102ded0b5c28c5c417fcb09411b15f5ff2484c8bb896cf9ef,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
markpad,ordinary-5k.md,5,window-observed,25.428,439.199,269.891,7,107.866,1.014,8cbde9e19bc01fad952f7f3b3276ebc003ac963483334f64f9f1c95be4b146b7,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
obsidian,ordinary-5k.md,5,window-observed,554.994,457.297,442.277,4,15.453,1.0111,a00f15ad21a289d4db67df1196d5d99ec5cf31a6972f7777fb9b41e20d86088e,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
md-preview,ordinary-5k.md,3,window-observed,40.965,401.797,229.586,7,138.665,1.0141,d24eb9ea9b38f1e57f40d76eec919ae319494a4764ef1e64975e50f5a4b1b10f,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
fmv-0.2.1,ordinary-5k.md,5,window-observed,41.571,132.648,160.566,1,0.0,1.0139,f10ddcf8f482b3c50ae1df905a04c24441ceb1fb02370742f8ca38a459529d66,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
markmello,ordinary-5k.md,2,window-observed,304.204,134.609,175.93,1,0.0,1.0131,01cd62372517971d003c37cd1191d9290107e8944de6a8a586157923937880fd,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
marklite,ordinary-5k.md,5,window-observed,1299.153,145.234,238.844,1,0.0,1.0125,98a5cda2c1c4b884c8c94c5b8a5a1d1749df1cecb58c2bcf1e211e73cbde4fa5,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
vscode-preview,gfm-math-images-100k.md,3,window-observed,336.443,2206.777,1898.594,11,1295.003,1.0135,c933b1301979abb102ded0b5c28c5c417fcb09411b15f5ff2484c8bb896cf9ef,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
aydiler,ordinary-5k.md,2,window-observed,45.738,232.172,320.203,1,0.0,1.0146,c5fe8c07f3cd1678bd24c1b5ab55f5374932c0cba81deff5021b23270f30e44a,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
mdview-zig,gfm-math-images-100k.md,2,window-observed,44.052,43.297,61.152,1,0.0,1.011,29f2b042e99deccc584ce0f44fe553320bae7682727dc2c9de9977ae59bc77be,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
typora,gfm-math-images-100k.md,3,window-observed,386.048,679.41,554.707,5,15.414,1.0137,3a1807daf4f0f9e8d1257fac5f61429e9535debf230ffece8b7d931749108a57,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
markpad,ordinary-5k.md,4,window-observed,21.538,438.59,266.188,7,154.077,1.0141,8cbde9e19bc01fad952f7f3b3276ebc003ac963483334f64f9f1c95be4b146b7,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
