app,fixture,run,status,window_proxy_ms,checkpoint_rss_mib,checkpoint_private_mib,checkpoint_processes,cpu_ms_per_second,sample_duration_s,exe_sha256,fixture_sha256
typora,stress-2m.md,2,window-observed,422.078,926.023,327.34,7,19.793,1.0104,3d3804b5be42dedab376be01ac2dd19d60995d04d7b0f2938daac8d9f561a8ff,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
marky,stress-2m.md,4,window-observed,72.543,1469.824,1181.766,3,1265.061,1.0118,d9e29b70534adf2c2b6004de8c98cf81521ae158944a708b4fcdd21d7c99e452,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
obsidian,ordinary-5k.md,4,window-observed,488.79,799.91,330.66,6,9.899,1.0102,4d5379efcd4909bc9a9bff25636d9ef39ee4677cc83af9d285d7d89792015739,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
markmello,gfm-math-images-100k.md,5,window-observed,331.064,359.922,351.766,1,0.0,1.0056,dbd3760216650d16334de575263ba71d9234a9333ba7d673dbadbac260353705,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
marktext,stress-2m.md,1,window-observed,1037.921,1366.113,207.555,5,19.84,1.0081,6d2a2ce754b755637076692a502cd29165d80d1b773d5b5482f4bfccf76a2acf,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
fmv,stress-2m.md,1,window-observed,394.629,427.262,420.5,1,1024.63,1.0052,60dc3377d0280fb2e48f54660d7cfebc5ee5f1334d2e23be9a844bde60045d7a,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
aydiler,gfm-math-images-100k.md,5,window-observed,297.71,339.504,331.957,1,0.0,1.0042,cb1f70db3b2150b91e7d49bb140c794a04ce0ab8e04d88d69727dbddcbac9a39,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
aydiler,gfm-math-images-100k.md,4,window-observed,342.442,343.645,336.047,1,0.0,1.0046,cb1f70db3b2150b91e7d49bb140c794a04ce0ab8e04d88d69727dbddcbac9a39,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
md-preview,stress-2m.md,3,window-observed,73.826,1252.23,972.684,3,1026.094,1.0136,06dc8f0622977971d368cd3243913f0c5502bb399802a429130bb1e0b53f2b87,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
typora,stress-2m.md,4,window-observed,255.739,939.02,330.766,7,29.661,1.0114,3d3804b5be42dedab376be01ac2dd19d60995d04d7b0f2938daac8d9f561a8ff,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
