app,fixture,run,status,window_proxy_ms,checkpoint_rss_mib,checkpoint_private_mib,checkpoint_processes,cpu_ms_per_second,sample_duration_s,exe_sha256,fixture_sha256
obsidian,gfm-math-images-100k.md,1,window-observed,412.309,813.746,802.812,4,0.0,1.009,a00f15ad21a289d4db67df1196d5d99ec5cf31a6972f7777fb9b41e20d86088e,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
aydiler,gfm-math-images-100k.md,1,window-observed,41.491,258.453,354.23,1,0.0,1.0082,c5fe8c07f3cd1678bd24c1b5ab55f5374932c0cba81deff5021b23270f30e44a,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
marktext,gfm-math-images-100k.md,4,window-observed,1780.451,692.949,577.719,5,0.0,1.0088,f783de63f5bf170e7a2ab58b3755425ddf339a6628923664957121fc779ecdfa,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
mdview-zig,gfm-math-images-100k.md,1,window-observed,37.035,45.586,62.113,1,0.0,1.0088,29f2b042e99deccc584ce0f44fe553320bae7682727dc2c9de9977ae59bc77be,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
fmv-0.2.1,gfm-math-images-100k.md,1,window-observed,21.297,138.527,168.746,1,0.0,1.0093,f10ddcf8f482b3c50ae1df905a04c24441ceb1fb02370742f8ca38a459529d66,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
fmv-0.2.1,ordinary-5k.md,3,window-observed,21.405,127.305,155.492,1,0.0,1.009,f10ddcf8f482b3c50ae1df905a04c24441ceb1fb02370742f8ca38a459529d66,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
md-preview,ordinary-5k.md,5,window-observed,38.21,403.578,228.148,7,0.0,1.0105,d24eb9ea9b38f1e57f40d76eec919ae319494a4764ef1e64975e50f5a4b1b10f,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
obsidian,ordinary-5k.md,3,window-observed,421.919,465.238,440.535,4,0.0,1.0095,a00f15ad21a289d4db67df1196d5d99ec5cf31a6972f7777fb9b41e20d86088e,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
aydiler,gfm-math-images-100k.md,3,window-observed,20.546,257.664,345.094,1,0.0,1.0088,c5fe8c07f3cd1678bd24c1b5ab55f5374932c0cba81deff5021b23270f30e44a,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
md-preview,ordinary-5k.md,3,window-observed,20.827,403.574,228.301,7,15.461,1.0106,d24eb9ea9b38f1e57f40d76eec919ae319494a4764ef1e64975e50f5a4b1b10f,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
